"","PL_Index","LP_Index","Pivot_Energy","PLEC_Flux_Density","LP_Flux_Density","PL_Flux_Density","nuFnu7","PLEC_Expfactor","PLEC_Index","Flux_Band2","Flux_Band7","nuFnu2","Frac_Variability","Variability_Index","nuFnu6","Flux_Band3","Npred","Flux_Band6","nuFnu3","Flux_Band1","nuFnu1","LP_SigCurv","LP_beta","Energy_Flux100","Flux_Band4","PLEC_SigCurv","nuFnu4","nuFnu5","Flux_Band5","Flux1000","Signif_Avg","PLEC_Exp_Index","Source_Name","ASSOC1","CLASS1"
"150",2.51452469825745,2.38561916351318,369.076324462891,2.33594393828085e-11,2.42443200931808e-11,2.2118721784703e-11,4.9215257077532e-18,0.00474939774721861,2.21677231788635,2.53687026940952e-08,1.49600219521866e-16,5.9692658802013e-12,0.448324948549271,155.1201171875,2.33108806780083e-13,6.89637680295618e-09,2716.8671875,1.08949524749158e-11,4.48215770054716e-12,4.29333404383669e-08,6.87459594458928e-12,4.00645303726196,0.113031886518002,1.64448402811823e-11,1.06663755605751e-09,3.96018695831299,2.38920320159985e-12,8.56514295252686e-13,1.39408901089766e-10,1.15985721027556e-09,41.4567756652832,0.666666686534882,"4FGL J0137.6-2430 ","PKS 0135-247                ","fsrq"
"151",1.95819222927094,1.93633472919464,3251.06005859375,1.37742776711546e-13,1.38332542035796e-13,1.34004867749157e-13,2.4620830547939e-12,0.00021833332721144,1.88582515716553,8.82783801614551e-09,4.53264162314504e-11,2.13008365286538e-12,0.157809019088745,14.4380741119385,2.99792742713967e-12,2.70728084394989e-09,1287.81787109375,1.24244961541287e-10,1.86792421807969e-12,3.46829338582211e-08,5.56542398971738e-12,0.792330980300903,0.019354959949851,1.57099853959064e-11,9.2369834003847e-10,1.22769117355347,2.22880719956409e-12,2.153683047873e-12,3.12144615710608e-10,1.39022782175147e-09,28.4631404876709,0.666666686534882,"4FGL J0137.9+5814 ","TXS 0134+579                ","bll"
"152",1.91931343078613,1.89238119125366,3421.6123046875,3.68241780113448e-14,3.65738594466404e-14,3.51622553231186e-14,1.13672287728461e-12,0.000358935969416052,1.79442954063416,4.93243490495843e-09,2.05936309671806e-11,1.19474363128452e-12,0.677566289901733,34.4692344665527,6.99123322168288e-13,5.5241777818793e-10,347.958618164062,2.88629328770718e-11,3.82907654151651e-13,7.90378251736001e-09,1.27024985582119e-12,0.439270228147507,0.0222612842917442,4.58547089188244e-12,2.43679243450146e-10,0.933304250240326,5.90244378980559e-13,7.74191366396948e-13,1.11691961235394e-10,3.99661359562486e-10,12.7686233520508,0.666666686534882,"4FGL J0138.0+2247 ","GB6 J0138+2248              ","bll"
"153",1.85506689548492,1.68873810768127,4029.36840820312,1.36084846936633e-14,1.41493914634504e-14,1.11678973225204e-14,1.40213632805058e-13,0.00170015136245638,1.32989501953125,1.32058660881618e-11,2.47305041028989e-12,3.21920398493978e-15,0.411291509866714,9.05314254760742,7.01830195522224e-13,2.44580161679053e-10,130.141616821289,2.87905862345061e-11,1.70829631907302e-13,2.72677813661915e-09,4.39354553172927e-13,1.45984208583832,0.157906576991081,2.01922506493091e-12,1.1337908389919e-10,1.66044247150421,2.76385034650439e-13,3.13473422566823e-13,4.48806131148061e-11,1.69916122838565e-10,6.93213605880737,0.666666686534882,"4FGL J0140.6-0758 ","RX J0140.7-0758             ","bll"
"154",2.16643667221069,2.14973711967468,1028.03125,2.07450224533334e-12,2.0946798982846e-12,2.0362299086446e-12,1.24770766635196e-12,0.000374866416677833,2.11421585083008,1.75518479750281e-08,2.49687492903661e-11,4.149360976341e-12,0.259732753038406,48.198112487793,2.09188981241393e-12,5.72520164610069e-09,2226.96655273438,8.84872036754913e-11,3.8547550568202e-12,1.92006837096415e-08,3.05570911456055e-12,1.0681768655777,0.019733065739274,2.08585839572839e-11,1.39575784263712e-09,1.29563939571381,3.29965416968891e-12,2.68334660047387e-12,3.98538951840166e-10,1.84527249036393e-09,44.5138473510742,0.666666686534882,"4FGL J0141.4-0928 ","PKS 0139-09                 ","bll"
"155",2.22923493385315,2.18795871734619,1610.17224121094,8.48661757730552e-14,8.4587014042431e-14,7.39315631826699e-14,6.93101054179735e-17,0.00275691621936858,1.86152970790863,1.55872292850745e-09,1.420983531105e-15,3.66247234363098e-13,0.527035057544708,12.6965351104736,2.48587391990518e-13,6.17892459420233e-10,235.383651733398,1.05797081165204e-11,4.13003344631319e-13,5.08201857332691e-12,8.06778129952513e-16,1.10335206985474,0.105931960046291,2.01302993371733e-12,1.59208951577838e-10,1.14014136791229,3.74087235797613e-13,1.5432331790504e-13,2.30882413881917e-11,1.73367029066007e-10,6.63549661636353,0.666666686534882,"4FGL J0142.7-0543 ","PKS 0140-059                ","bll"
"156",1.80744552612305,1.75013852119446,2551.09423828125,1.89527606391134e-13,1.93324333321379e-13,1.77264602193965e-13,3.69298558747233e-12,0.000564539106562734,1.64715027809143,4.24438972856933e-09,6.38427644084061e-11,1.03956968901253e-12,0.351517707109451,49.3310737609863,2.62241660678453e-12,1.77951897661899e-09,1046.67211914062,1.07068902355234e-10,1.24999750134025e-12,4.38982427882276e-13,7.08658270093939e-17,2.18740820884705,0.0481785722076893,1.43086011789029e-11,7.84207143667004e-10,2.75900626182556,1.92074242795492e-12,2.04123371851106e-12,2.9059368800155e-10,1.16419185403061e-09,38.1939392089844,0.666666686534882,"4FGL J0143.7-5846 ","SUMSS J014347-584550        ","bll"
"157",2.13503909111023,2.03706336021423,767.908752441406,1.15527552801975e-11,1.20146427529111e-11,1.09854556007427e-11,1.45342689706479e-12,0.00179252843372524,1.92741656303406,4.14219805122684e-08,3.63095178923523e-11,1.01549419914693e-11,0.284103840589523,218.373626708984,5.04638778681121e-12,1.58330983879296e-08,5790.41552734375,2.21189344618011e-10,1.08924909023034e-11,3.41785657553828e-08,5.55136969379588e-12,7.35427951812744,0.0802647471427917,5.3128629967647e-11,4.4285375366826e-09,7.31251621246338,1.04681003448848e-11,7.8913577061801e-12,1.19746335069948e-09,5.80017456286441e-09,88.0051422119141,0.666666686534882,"4FGL J0144.6+2705 ","TXS 0141+268                ","bll"
"158",2.58875584602356,2.47157573699951,317.526733398438,2.4997854480846e-11,2.56733124343045e-11,2.39509453936471e-11,9.36144794360305e-15,0.00467373104766011,2.31707119941711,2.1615177203671e-08,2.79121208568087e-13,5.01603533015205e-12,1.2094841003418,651.527099609375,7.11839238270486e-14,4.81249262662686e-09,2133.68139648438,3.31683075102673e-12,3.09350353493165e-12,4.74126053973123e-08,7.53829550864671e-12,2.83844900131226,0.0935144126415253,1.20726571101182e-11,7.13912484684442e-10,2.99825072288513,1.59129209375414e-12,3.83367410082894e-13,6.24547219496563e-11,7.46509187798949e-10,30.785457611084,0.666666686534882,"4FGL J0145.0-2732 ","PKS 0142-278                ","fsrq"
"159",2.07554507255554,1.96401703357697,1983.0107421875,8.86195142876106e-14,8.95078214563187e-14,8.06083376588516e-14,4.16708261025137e-16,0.00164067419245839,1.73970770835876,1.6648415979148e-09,8.04538320730089e-15,3.97094385368515e-13,0,5.71995449066162,7.39809906044608e-13,7.1540018353744e-10,388.817626953125,3.10169667727678e-11,4.86820382183256e-13,3.08800450488089e-11,4.93215172615033e-15,1.25036811828613,0.0866591259837151,3.42480774642717e-12,2.27633162319663e-10,1.75152206420898,5.4294562552501e-13,4.67304092557214e-13,6.86720263987084e-11,3.08230607704019e-10,11.7799968719482,0.666666686534882,"4FGL J0146.9-5202 ","PKS 0144-522                ","bll"
"160",1.81661128997803,1.75661242008209,4777.35986328125,2.86691718000102e-14,2.94218317244133e-14,2.60671424902196e-14,1.56562447468228e-12,0.000561397988349199,1.60235786437988,2.0134958424959e-13,2.71708315568997e-11,4.92711753141212e-17,0.276374220848083,14.5220060348511,1.59671191199418e-12,6.84689083207957e-10,461.766967773438,6.5250582714782e-11,4.80424510937438e-13,1.17261325649487e-10,1.89228176856147e-14,1.72877252101898,0.0660007297992706,6.5204061767965e-12,3.47533557487623e-10,2.00367140769958,8.50430728442653e-13,8.68975843972691e-13,1.23844282051699e-10,5.3422688495175e-10,17.6825180053711,0.666666686534882,"4FGL J0148.2+5201 ","GB6 J0148+5202              ","bll"
"161",2.19691824913025,2.23541522026062,1983.685546875,7.31811733065656e-14,6.76000393357891e-14,7.28859043974163e-14,1.55866780196709e-18,7.75140288169496e-05,2.17730307579041,4.03490396649886e-09,3.15620126404142e-17,9.51047292134521e-13,0.375863820314407,13.2481689453125,7.00476840160419e-13,9.01794361407582e-10,346.096649169922,2.97183597175454e-11,6.05026879291204e-13,1.10294533922639e-11,1.75317810043599e-15,0.967397570610046,-0.0461644865572453,3.12388548188991e-12,1.49041126662475e-10,0.118449315428734,3.51297522972402e-13,3.94072903649179e-13,5.87366752458074e-11,2.73185390975428e-10,9.36836910247803,0.666666686534882,"4FGL J0148.6+0127 ","PMN J0148+0129              ","bll"
"162",2.21802568435669,2.19914150238037,1889.13366699219,1.01697675888163e-13,1.04674949263917e-13,1.0116786694405e-13,3.57930509233342e-13,5.83289729547687e-05,2.20530605316162,3.25953197766182e-09,7.30686604971664e-12,7.66713624013315e-13,0.188053369522095,9.50444412231445,3.24376078298175e-13,1.46011247537103e-09,600.216003417969,1.3790209425768e-11,9.77215921030283e-13,2.2874191429878e-08,3.63291948607403e-12,0.430550366640091,0.0233505722135305,3.91824420131748e-12,2.15303677664203e-10,0.119678176939487,5.06441622579595e-13,4.27744916309952e-13,6.39117370138109e-11,3.39364092383221e-10,11.2321453094482,0.666666686534882,"4FGL J0151.3+8601 ","WN B0140.0+8546             ","bll"
"163",2.70941162109375,2.64653086662292,448.433685302734,6.22741051434228e-12,6.38384787740587e-12,5.62363697276247e-12,7.85259032934391e-17,0.00521005038172007,2.39569211006165,1.52426888888613e-08,1.90247432777402e-15,3.42234096964433e-12,0.464632779359818,36.9864196777344,4.76097655214568e-21,2.66031441320536e-09,1204.63720703125,2.12048073145395e-19,1.68475639255455e-12,1.38246658565322e-08,2.15389706938185e-12,1.97323369979858,0.106845319271088,7.35096272047597e-12,3.78388265165341e-10,2.12386751174927,8.49570359808677e-13,2.69518484136491e-13,4.25583145113873e-11,3.74576758499501e-10,13.6951570510864,0.666666686534882,"4FGL J0152.2+2206 ","PKS 0149+21                 ","fsrq"
"164",1.95509016513824,1.98008346557617,2533.8896484375,1.40872976803728e-13,1.34481184868585e-13,1.38977588118316e-13,2.33155834049315e-12,0.000122931960504502,1.91679358482361,4.73373606979521e-09,4.28687536857542e-11,1.14256141440366e-12,0.193875208497047,15.2292060852051,1.75989312099084e-12,1.73599823405368e-09,772.007873535156,7.2913980408984e-11,1.19821470453974e-12,8.58881410437107e-09,1.37838080793012e-12,0.684584975242615,-0.0192310865968466,1.00133859537443e-11,5.60009871808376e-10,0.524179637432098,1.35167170425138e-12,1.51036420783374e-12,2.1882469447565e-10,8.85195639011016e-10,24.9421043395996,0.666666686534882,"4FGL J0152.6+0147 ","PMN J0152+0146              ","bll"
"165",2.03194379806519,1.9837259054184,3337.53125,4.64383306114646e-14,4.80428617353167e-14,4.33101396814326e-14,4.4914771771612e-13,0.000667520449496806,1.85183417797089,1.64141156222541e-09,8.52109181825877e-12,3.93187571260181e-13,0,7.00439643859863,8.72799120303636e-13,9.27981802512079e-10,552.700927734375,3.64361110727351e-11,6.3472366468656e-13,1.65808184959815e-08,2.65286881004356e-12,1.49391973018646,0.0694579407572746,5.3588175563668e-12,3.73831937627855e-10,1.45801162719727,8.95485779712352e-13,7.63376937617383e-13,1.11607612041098e-10,4.81751138980968e-10,14.0778045654297,0.666666686534882,"4FGL J0153.0+7517 ","1RXS J015308.4+751756       ","bll"
"166",1.93836033344269,1.806196808815,1500.82165527344,7.32220707677644e-13,7.5313653967804e-13,6.864569676579e-13,6.42898386436774e-13,0.00152139842975885,1.62961685657501,5.53973045214207e-09,1.44847848992935e-11,1.4060587546702e-12,0.303833097219467,35.6174011230469,3.25670762059416e-12,2.83892687136245e-09,1125.7333984375,1.38327085896783e-10,2.03444249294304e-12,8.01630850588708e-09,1.32040537358102e-12,3.50525164604187,0.0822812840342522,1.56672799733748e-11,1.00307540051858e-09,4.40443706512451,2.45135899426541e-12,3.5099572987668e-12,5.12397069218906e-10,1.71453073960492e-09,35.9588813781738,0.666666686534882,"4FGL J0153.9+0823 ","GB6 J0154+0823              ","bll"
"167",2.17938756942749,1.97518730163574,1384.33728027344,2.95108691173232e-13,3.27174241475034e-13,2.47342375530799e-13,1.82913674983375e-13,0.00421763770282269,1.61706352233887,1.47831547003818e-09,6.04242740911975e-12,3.96600070493025e-13,0.358185738325119,19.1308574676514,2.99005855882231e-13,1.18628706857749e-09,446.363708496094,1.40163002732008e-11,8.65359053945497e-13,9.94306807028389e-12,1.69555275496839e-15,3.61909317970276,0.260382831096649,3.39355735352875e-12,4.19178053379099e-10,3.04752373695374,9.98212905563289e-13,4.26532371705299e-13,6.72200559104219e-11,5.1784260213239e-10,13.9368267059326,0.666666686534882,"4FGL J0155.0+4433 ","GB6 J0154+4433              ","bll"
"168",2.3100917339325,2.38199520111084,1378.32751464844,1.45868451865983e-13,1.32473134024924e-13,1.46724470138741e-13,2.24490571378906e-16,-6.75945630064234e-05,2.32096791267395,3.84670695297018e-09,4.74459364415629e-15,8.96808289522349e-13,0,3.11774659156799,5.27746574739696e-13,9.39037847480506e-10,430.491638183594,2.26367934813565e-11,6.21838951858633e-13,2.3178982289096e-08,3.66799212531133e-12,1.22225415706635,-0.0635140314698219,2.86719194393659e-12,1.0628757596276e-10,0.106582395732403,2.47795246778246e-13,3.25243033460348e-13,4.9114892708424e-11,2.34535973975269e-10,9.64206218719482,0.666666686534882,"4FGL J0156.8-4744 ","2MASS J01564603-4744174     ","bll"
"169",1.73874604701996,1.62541937828064,3892.55712890625,4.14642787065125e-14,4.45180052760855e-14,3.75010250988368e-14,2.11051705625853e-12,0.000626363442279398,1.51473808288574,1.48583412240555e-09,3.54367056532023e-11,3.66422333013955e-13,0.526884436607361,43.416820526123,1.0648520910525e-12,3.7483530168636e-10,413.860900878906,4.31795085797937e-11,2.65467416929108e-13,1.12273488284131e-08,1.81742815241748e-12,2.35303521156311,0.0968642830848694,6.7977268779218e-12,3.40700412326811e-10,2.2017080783844,8.40203069878837e-13,1.19484186000135e-12,1.6870954633319e-10,5.21373555439908e-10,21.7794990539551,0.666666686534882,"4FGL J0156.9-5301 ","1RXS J015658.6-530208       ","bll"
"170",2.41651225090027,2.21794295310974,768.084045410156,1.81804300346949e-12,1.86788952361017e-12,1.56761832247748e-12,5.94969375564568e-17,0.00819182582199574,1.73879861831665,6.98496815942917e-09,2.05957458729246e-15,1.76634726810343e-12,0.649708032608032,83.5992126464844,8.99308229339139e-14,2.7126285662149e-09,951.275390625,4.37142726530948e-12,1.85098182441112e-12,1.50829192885338e-11,2.50975332875857e-15,4.15240049362183,0.245129451155663,5.75587104020836e-12,5.43638689620707e-10,4.18398714065552,1.23112642042705e-12,3.66999372515206e-13,6.08679634472864e-11,6.33622154744273e-10,20.1419048309326,0.666666686534882,"4FGL J0157.7-4614 ","PMN J0157-4614              ","fsrq"
"171",2.04060554504395,1.97603845596313,1517.26391601562,3.58985221106736e-13,3.77064048387443e-13,3.39858539531376e-13,7.4201295064899e-13,0.000820225453935564,1.89502036571503,4.29988711303508e-09,1.41265428174608e-11,1.02912741262867e-12,0.423328638076782,40.7538261413574,1.06043223247615e-12,1.98470728740574e-09,884.974548339844,4.43068498556798e-11,1.35612267943008e-12,9.48760514596358e-12,1.51745941912696e-15,2.19584155082703,0.0712358877062798,8.43125569360836e-12,6.02395189286398e-10,1.89946091175079,1.44176207431124e-12,9.98550092438932e-13,1.46139406131951e-10,7.58497042951944e-10,23.8489151000977,0.666666686534882,"4FGL J0158.5-3932 ","PMN J0158-3932              ","bll"
"172",2.58684396743774,2.61344313621521,733.204284667969,7.85344716775632e-13,7.11493906326022e-13,7.98811429329749e-13,9.75451476862253e-14,-0.000478190806461498,2.63825917243958,4.97661156728668e-09,2.27199552574331e-12,1.13013873433154e-12,0,1.85873460769653,2.52685513572187e-13,1.39258338194281e-09,576.45849609375,1.11271079156205e-11,8.93844460253534e-13,2.32263861477122e-08,3.63591795560225e-12,1.51465141773224,-0.0708222612738609,3.7088795576401e-12,1.38067043908841e-10,0.785544633865356,3.13536468923153e-13,2.79809487212235e-13,4.35934968678886e-11,2.2551427392159e-10,8.53668403625488,0.666666686534882,"4FGL J0158.8+0101 ","GB6 J0158+0101              ","fsrq"
"173",2.04573822021484,2.0079665184021,2017.25708007812,2.26297523471877e-13,2.29346164455635e-13,2.16412459242039e-13,1.04103260300387e-12,0.000572431599721313,1.92004835605621,5.58059998212457e-09,1.98603477413739e-11,1.33497672551858e-12,0.295655280351639,19.9454307556152,1.76037992776629e-12,2.02238648050468e-09,837.867004394531,7.35891209080464e-11,1.38103428432707e-12,7.6622302946916e-10,1.22525701065114e-13,1.1724271774292,0.0387066677212715,9.58693020802759e-12,6.81200928998038e-10,1.51211178302765,1.62955131159659e-12,9.96462786416463e-13,1.45921996708154e-10,8.6272866628434e-10,21.2680721282959,0.666666686534882,"4FGL J0159.5+1046 ","RX J0159.5+1047             ","bll"
"174",2.0574631690979,1.99090075492859,1662.64672851562,1.76973575225815e-13,1.83983782527618e-13,1.63516186810382e-13,2.75433294878377e-13,0.00127785000950098,1.84511637687683,2.41289543900791e-09,5.27942013023308e-12,5.76541635613492e-13,0.16152785718441,9.15690898895264,6.88368795558753e-13,9.90889925667204e-10,498.817993164062,2.88090575700783e-11,6.75720547224645e-13,1.39027851731033e-12,2.2221417033316e-16,1.61929738521576,0.0845938697457314,4.8524877692413e-12,3.58710255943251e-10,1.61462831497192,8.5710876330386e-13,6.66719067107802e-13,9.7769001228265e-11,4.36842451101427e-10,16.1524848937988,0.666666686534882,"4FGL J0159.7-2740 ","PMN J0159-2739              ","bll"
"175",1.85192608833313,1.77075469493866,5230.5234375,4.1876580463918e-15,4.27454838018704e-15,3.93969592734668e-15,2.44431374012838e-13,0.000504208961501718,1.63612651824951,1.0523358443329e-12,4.30553726352145e-12,2.56608763719588e-16,0,6.6764063835144,2.51988507100551e-13,2.28720525592002e-13,73.9966125488281,1.03338856569102e-11,1.59812035499074e-16,4.37348768311807e-11,7.04770290927857e-15,0.525106310844421,0.0643966868519783,1.15602015807181e-12,6.0144014768504e-11,0.621071219444275,1.46659268930593e-13,2.22671870091923e-13,3.1868455790951e-11,9.70812180645098e-11,4.5796971321106,0.666666686534882,"4FGL J0201.1+0036 ","MS 0158.5+0019              ","bll"
"176",1.82769811153412,1.70180976390839,5034.38427734375,1.03064233105484e-14,1.08842429291439e-14,7.64205745803744e-15,1.90091377968299e-13,0.00227540777996182,1.13848209381104,2.11286232953967e-09,3.31442534008686e-12,5.16457265408582e-13,0.375896155834198,13.4442129135132,5.1871170119594e-13,4.85620849088875e-11,126.036460876465,2.12208549343895e-11,3.4029460564515e-14,1.21650502171722e-11,1.96224372538936e-15,1.9993724822998,0.222948923707008,2.09725184267817e-12,8.78947331584001e-11,1.94409918785095,2.1484539407951e-13,4.27473350770799e-13,6.1003022078232e-11,1.73231817779396e-10,6.79036235809326,0.666666686534882,"4FGL J0202.4+0849 ","TXS 0159+085                ","fsrq"
"177",2.19282865524292,2.05888271331787,1830.0830078125,8.17587981366032e-14,8.35591293965425e-14,7.17423963660958e-14,9.85546127536428e-17,0.00265528773888946,1.71818041801453,8.60554891235488e-11,1.99252176512192e-15,2.02917889468354e-14,0.813799142837524,28.1213207244873,1.85404683684769e-13,7.83081821609244e-10,322.137603759766,7.8628310459794e-12,5.25630483149547e-13,1.35095412634456e-09,2.14774555020066e-13,1.32468807697296,0.126653656363487,2.57374525337861e-12,1.55839591231555e-10,1.65624630451202,3.67468018904263e-13,4.32230911218828e-13,6.43935599287104e-11,2.25461302405527e-10,6.83275604248047,0.666666686534882,"4FGL J0202.7+4204 ","B3 0159+418                 ","bll"
"178",2.24395322799683,2.22081470489502,2970.89501953125,6.40205458633282e-14,6.40974429024117e-14,6.03892749608675e-14,2.20985813740963e-13,0.000748146208934486,2.07060146331787,2.61099564191625e-09,4.55605301749595e-12,6.12620902357836e-13,0.591402590274811,29.5058135986328,6.98750139780518e-13,1.78315362475701e-09,764.646728515625,2.97807924154458e-11,1.18984509744902e-12,1.38719036257839e-10,2.20090737084941e-14,0.882571220397949,0.0459520667791367,6.52159706446276e-12,3.97045174516109e-10,1.04255437850952,9.31591609409921e-13,7.21946265790085e-13,1.08194009307283e-10,5.57185131366822e-10,10.957914352417,0.666666686534882,"4FGL J0203.6+7233 ","S5 0159+723                 ","bll"
"179",2.22397089004517,2.13489389419556,961.156921386719,3.03081366427593e-12,3.13362118371796e-12,2.82706497101159e-12,2.95161383398815e-13,0.00238429289311171,1.95336377620697,1.68234475239615e-08,7.90359444557964e-12,4.12791198792228e-12,1.21478354930878,784.194641113281,1.27710938612607e-12,6.90803414471475e-09,2570.42065429688,5.69243922832197e-11,4.73077089654939e-12,3.41072379228535e-08,5.54981711628488e-12,4.99912309646606,0.100783586502075,2.04330632275207e-11,1.71892156064501e-09,4.92104768753052,4.02935801044335e-12,2.79356746069048e-12,4.30348257030033e-10,2.23856111425391e-09,44.7686042785645,0.666666686534882,"4FGL J0203.7+3042 ","NVSS J020344+304238         ","bll"
"180",1.95938646793365,1.85701537132263,3164.90161132812,1.49776414550993e-14,1.48082873816912e-14,1.32921449929181e-14,1.53635161233637e-13,0.00135026592761278,1.56161272525787,1.04765318642563e-09,2.82977851220889e-12,2.52760133786709e-13,0,6.97364139556885,2.8368613339512e-13,1.71694491957197e-10,133.083404541016,1.17583685843581e-11,1.18446146445648e-13,9.28021721968708e-12,1.48908656825102e-15,0.66831648349762,0.07503991574049,1.47816839064091e-12,9.56920515049475e-11,1.10853958129883,2.30869658243357e-13,2.3181800988363e-13,3.36033527392754e-11,1.30859295621732e-10,5.89243316650391,0.666666686534882,"4FGL J0204.0-3334 ","1RXS J020413.6-333345       ","bll"
"181",2.69818830490112,2.576251745224,282.169708251953,3.5849052892889e-11,3.67829065817116e-11,3.391980446521e-11,1.65867838412055e-18,0.00632773339748383,2.37194490432739,2.52397285294137e-08,5.18326790472345e-17,5.79306958306547e-12,0.503551602363586,136.065948486328,7.03974574942316e-17,4.917988682962e-09,2156.1357421875,3.34123940978249e-15,3.11239987775547e-12,5.22621732557127e-08,8.27838145256443e-12,3.01249527931213,0.10512076318264,1.22796261006752e-11,5.93487758937528e-10,3.35726404190063,1.30295351331161e-12,2.35783750380039e-13,3.91782821462794e-11,6.14073403237825e-10,28.3680801391602,0.666666686534882,"4FGL J0205.0-1700 ","PKS 0202-17                 ","fsrq"
"182",2.66965627670288,2.6433322429657,537.658447265625,6.68260932701337e-12,6.8595636983082e-12,6.16784791643288e-12,8.73720651492667e-14,0.00398212904110551,2.42737627029419,2.74291256374681e-08,2.09045259401408e-12,6.18110467323629e-12,0.824626803398132,251.072235107422,9.89764300791778e-14,4.88522688968374e-09,2146.20263671875,4.39215460876219e-12,3.10720459778535e-12,3.20803437148243e-08,5.00583645715591e-12,2.58572864532471,0.0951519161462784,1.30301438042157e-11,5.82638048918227e-10,2.39773035049438,1.31296449407126e-12,5.45711479477129e-13,8.57981602431224e-11,7.04807989748701e-10,22.6092758178711,0.666666686534882,"4FGL J0205.2+3212 ","B2 0202+31                  ","fsrq"
"183",1.79087650775909,1.71006524562836,5642.34619140625,4.22955483706184e-15,4.52307928185624e-15,4.06262708953112e-15,1.90433077835485e-13,0.000189089434570633,1.69898283481598,1.81753034844689e-09,3.2691254217565e-12,4.45899041431538e-13,0,10.4646844863892,2.24791661521985e-13,8.01109525938593e-11,79.5311889648438,9.16274001117046e-12,5.63841677612021e-14,1.68601715921923e-10,2.72357074501857e-14,0.557529091835022,0.0640557259321213,1.38125383526699e-12,4.304986575554e-11,0.351973414421082,1.05615257479322e-13,2.92504735710519e-13,4.15592421587618e-11,1.10914943896034e-10,5.86084508895874,0.666666686534882,"4FGL J0206.0-0958 ","2MASS J02061590-0957174     ","fsrq"
"184",2.41834330558777,2.399733543396,719.053039550781,2.99426781112666e-12,2.99836154168953e-12,2.84961442463538e-12,9.88862989443868e-17,0.00180909526534379,2.26873016357422,1.71048331054635e-08,2.17378554528492e-15,3.94661473640534e-12,0.616943061351776,138.301467895508,3.78529212098286e-13,3.93385768404642e-09,1748.66833496094,1.640565287786e-11,2.57308670897904e-12,4.01827442431113e-08,6.33180790785004e-12,1.44643020629883,0.0412153676152229,1.21632825339502e-11,7.35786043204456e-10,1.90986287593842,1.6976864792434e-12,1.21025151705867e-12,1.85029019883487e-10,9.03915720051884e-10,27.1510467529297,0.666666686534882,"4FGL J0206.4-1151 ","PMN J0206-1150              ","fsrq"
"185",2.23438119888306,2.23031044006348,1643.54833984375,1.14570394729556e-13,1.14168453879161e-13,1.13006412766955e-13,1.21192959097113e-13,0.000201049959287047,2.19814276695251,4.54615811662507e-09,2.48955413575946e-12,1.06766039151968e-12,0.295245349407196,18.60085105896,4.49983203910237e-13,1.08761311068406e-09,461.840301513672,1.91605377397597e-11,7.26535097275022e-13,4.51571766091341e-11,7.16731412582624e-15,0.160360068082809,0.00706634717062116,3.22478827495531e-12,1.88452878302492e-10,0.334874093532562,4.42579593850148e-13,2.88865936379223e-13,4.32428398644547e-11,2.76971529045156e-10,11.2666101455688,0.666666686534882,"4FGL J0208.3-6838 ","PKS 0206-688                ","bll"
"186",2.26304054260254,2.20484232902527,1377.02624511719,1.55132417328785e-13,1.50876151307731e-13,1.39557812463449e-13,1.19048412785061e-18,0.00293975160457194,1.85917973518372,1.16240328473793e-09,2.47220065243764e-17,2.72232431909603e-13,0.193734914064407,7.55675983428955,2.45001351773938e-17,7.35625671488549e-10,324.949859619141,1.04612952381408e-15,4.89780850425336e-13,1.09727382735514e-08,1.73961788984406e-12,0.806363880634308,0.0661697685718536,2.69065845992511e-12,1.57679813650446e-10,1.31132912635803,3.69282864920786e-13,5.06617317541647e-13,7.60913207442648e-11,2.27299470911824e-10,8.18964099884033,0.666666686534882,"4FGL J0208.5-0046 ","PKS 0205-010                ","bll"
"187",1.87951278686523,1.82747197151184,4282.03759765625,1.64280650985938e-14,1.66799794733708e-14,1.48878220813725e-14,6.74064482616282e-13,0.000744401884730905,1.63949549198151,2.23383889164097e-09,1.20112383580895e-11,5.43224265483339e-13,0,5.3954029083252,4.99292664504769e-13,4.11086720220055e-10,225.371826171875,2.05318383822428e-11,2.86294154615979e-13,6.95540558481866e-09,1.11960505970454e-12,1.03114986419678,0.0678485035896301,2.99733653695566e-12,1.39243616636975e-10,1.25317418575287,3.38612194923996e-13,5.20209147026468e-13,7.4696276941566e-11,2.55984677899335e-10,9.6561164855957,0.666666686534882,"4FGL J0208.6+3523 ","MS 0205.7+3509              ","bll"
"188",1.93963658809662,1.80576956272125,3345.76684570312,2.94745951007636e-14,2.98809777919337e-14,2.67327630030286e-14,5.13916220776928e-13,0.00108988955616951,1.59425854682922,2.37882802345268e-09,9.38904249486727e-12,5.75045870296331e-13,0.395368129014969,15.1923599243164,6.27327129045646e-13,4.4653744590839e-10,290.844024658203,2.59510312544675e-11,3.08772023791329e-13,6.38901997973562e-09,1.02597596217391e-12,1.04019510746002,0.0880616828799248,3.32428594200518e-12,2.01595060089765e-10,1.59539186954498,4.87325728815852e-13,4.42348658787409e-13,6.39712241512491e-11,2.92220830866441e-10,10.6881084442139,0.666666686534882,"4FGL J0209.3+4449 ","1RXS J020917.6+444951       ","bll"
